paper_id,doc_id,title,doc
2112.06905,2112.06905_43,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"Shen, J., Nguyen, P., Wu, Y., Chen, Z., Chen, M. X., Jia, Y., Kannan, A., Sainath, T. N., Cao, Y., Chiu, C., He, Y., Chorowski, J., Hinsu, S., Laurenzo, S., Qin, J., Firat, O., Macherey, W., Gupta, S., Bapna, A., Zhang, S., Pang, R., Weiss, R. J., Prabhavalkar, R., Liang, Q., Jacob, B., Liang, B., Lee, H., Chelba, C., Jean, S., Li, B., Johnson, M., Anil, R., Tibrewal, R., Liu, X., Eriguchi, A., Jaitly, N., Ari, N., Cherry, C., Haghani, P., Good, O., Cheng, Y., Alvarez, R., Caswell, I., Hsu, W., Yang, Z., Wang, K., Gonina, E., Tomanek, K., Vanik, B., Wu, Z., Jones, L., Schuster, M., Huang, Y., Chen, D., Irie, K., Foster, G. F, Richardson, J., Macherey, K., Bruguier, A., Zen, H., Raffel, C., Kumar, S., Rao, K., Rybach, D., Murray, M., Peddinti, V., Krikun, M., Bacchiani, M., Jablin, T. B., Suderman, R., Williams, I., Lee, B., Bhatia, D., Carlson, J., Yavuz, S., Zhang, Y., McGraw, L., Galkin, M., Ge, Q., Pundak, G., Whipkey, C., Wang, T., Alon, U., Lepikhin, D., Tian, Y., Sabour, S., Chan, W., Toshniwal, S., Liao, B., Nirschl, M., and Rondon, P. Lingvo: a modular and scalable framework for sequence-to-sequence modeling. CoRR, abs/1902.08295, 2019.
Stanovsky, G., Smith, N. A., and Zettlemoyer, L. Eval- uating gender bias in machine translation. In Proceed- ings of the 57th Annual Meeting of the Association for Computational Linguistics, pp. 1679-1684, Florence, Italy, July 2019. Association for Computational Lin- guistics. doi: 10.18653/v1/P19-1164. URL https: //aclanthology.org/P19-1164.
Strubell, E., Ganesh, A., and McCallum, A. Energy and policy considerations for deep learning in NLP. In Proceedings of the 57th Annual Meeting of the Asso- ciation for Computational Linguistics, pp. 3645-3650, Florence, Italy, July 2019. Association for Computa- tional Linguistics. doi: 10.18653/v1/P19-1355. URL https://aclanthology.org/P19-1355."
2112.06905,2112.06905_44,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"Sutskever, I., Martens, J., and Hinton, G. Generating text with recurrent neural networks. In Proceedings of the 28th International Conference on International Conference on Machine Learning, CML 11, pp. 1017-1024, Madison, WI, USA, 2011. Omnipress. ISBN 9781450306195.
Vaswani, A., Shazeer, N., Parmar, N., Uszkoreit, J., Jones, L., Gomez, A. N., Kaiser, L. u., and Polosukhin, I. Attention is all you need. In Guyon, I, Luxburg, U. V., Bengio, S., Wallach, H., Fergus, R., Vish- wanathan, S., and Garnett, R. (eds.), Advances in Neural Information Processing Systems, volume 30. Curran As- sociates, Inc., 2017. URL https://proceedings. neurips.cc/paper/2017/file/
3£5ee243547dee91 fbd053clc4a845aa-Paper. pdf.
Wang, A., Pruksachatkun, Y., Nangia, N., Singh, A., Michael, J., Hill, F, Levy, O., and Bowman, S. Su- perglue: A stickier benchmark for general-purpose language understanding systems. In Wallach, H., Larochelle, H., Beygelzimer, A., d’Alché Buc, F, Fox, E., and Garnett, R. (eds.), Advances in Neural Information Processing Systems, volume 32. Curran As- sociates, Inc., 2019. URL https://proceedings. neurips.cc/paper/2019/file/ 4496bf24afe7fabb6f046bf4923da8de6—-Paper.
Shoeybi, M., Patwary, M., Puri, R., LeGresley, P., Casper, J., and Catanzaro, B. Megatron-Im: Training multi-billion parameter language models using gpu model parallelism. arXiv preprint arXiv: 1909.08053, 2019.
4496bf24afe7fabb6f046bf4923da8de6—-Paper. pdf.
Webster, K. and Pitler, E. ots to model pronoun gender for translation. Scalable cross lingual piv- CoRR,
abs/2006.08881, 2020. URL https: //arxiv.org/ abs/2006.08881.
Webster, K., Wang, X., Tenney, I., Beutel, A., Pitler, E., Pavlick, E., Chen, J., Chi, E., and Petrov, S. Measuring and reducing gendered correlations in pre-trained models, 2021.
Wei, J., Bosma, M., Zhao, V. Y., Guu, K., Yu, A. W., Lester, B., Du, N., Dai, A. M., and Le, Q. V. Finetuned language models are zero-shot learners, 2021."
2112.06905,2112.06905_45,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"Wei, J., Bosma, M., Zhao, V. Y., Guu, K., Yu, A. W., Lester, B., Du, N., Dai, A. M., and Le, Q. V. Finetuned language models are zero-shot learners, 2021.
Welbl, J., Glaese, A., Uesato, J., Dathathri, S., Mel- lor, J., Hendricks, L. A., Anderson, K., Kohli, P., Coppin, B., and Huang, P.-S. Challenges in detox- ifying language models. In Findings of the As- sociation for Computational Linguistics: _EMNLP 2021, pp. 2447-2469, Punta Cana, Dominican Repub- lic, November 2021. Association for Computational Linguistics. doi: 10.18653/v1/2021.findings-emnlp. 210. URL https://aclanthology.org/2021. findings-emnlp.210.
the Association for Computational Linguistics, pp. 4791- 4800, Florence, Italy, July 2019. Association for Compu- tational Linguistics. doi: 10.18653/v1/P19-1472. URL https://aclanthology.org/P19-1472.
Zhang, S., Liu, X., Liu, J., Gao, J., Duh, K., and Durme, B. V. Record: Bridging the gap between human and machine commonsense reading comprehension. CoRR, abs/1810.12885, 2018.
Zhao, J., Wang, T., Yatskar, M., Ordonez, V., and Chang, K.-W. Gender bias in coreference resolution: Evalua- tion and debiasing methods. In Proceedings of the 2018 Conference of the North American Chapter of the Associ- ation for Computational Linguistics: Human Language Technologies, Volume 2 (Short Papers), pp. 15-20, New Orleans, Louisiana, June 2018. Association for Compu- tational Linguistics. doi: 10.18653/v1/N18-2003. URL https: //aclanthology.org/N18-2003.
Xu, Y., Lee, H., Chen, D., Hechtman, B. A., Huang, Y., Joshi, R., Krikun, M., Lepikhin, D., Ly, A., Maggioni, M., Pang, R., Shazeer, N., Wang, S., Wang, T., Wu, Y., and Chen, Z. GSPMD: general and scalable parallelization for ML computation graphs. CoRR, abs/2105.04663, 2021. URL https://arxiv.org/abs/2105.04663.
Yang, Z., Dai, Z., Yang, Y., Carbonell, J., Salakhutdinov, R.R., and Le, Q. V. XInet: Generalized autoregressive pretraining for language understanding. Advances in neural information processing systems, 32, 2019."
2112.06905,2112.06905_46,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"Yang, Z., Dai, Z., Yang, Y., Carbonell, J., Salakhutdinov, R.R., and Le, Q. V. XInet: Generalized autoregressive pretraining for language understanding. Advances in neural information processing systems, 32, 2019.
Yu, D., Zhu, C., Fang, Y., Yu, W., Wang, S., Xu, Y., Ren, X., Yang, Y., and Zeng, M. KG-FiD: Infusing knowledge graph in fusion-in-decoder for open-domain question answering. In Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pp. 4961-4974, Dublin, Ire- land, May 2022. Association for Computational Linguis- tics. doi: 10.18653/v1/2022.acl-long.340. URL https: //aclanthology.org/2022.acl-long.340.
Yu, Y., Abadi, M., Barham, P., Brevdo, E., Burrows, M., Davis, A., Dean, J., Ghemawat, S., Harley, T., Hawkins, P., Isard, M., Kudlur, M., Monga, R., Murray, D., and Zheng, X. Dynamic control flow in large-scale machine learning. In Proceedings of the Thirteenth EuroSys Con- ference, EuroSys ’18, New York, NY, USA, 2018. Associ- ation for Computing Machinery. ISBN 9781450355841. doi: 10.1145/3190508.3190551. URL https: //doi. org/10.1145/3190508.3190551.
Zellers, R., Holtzman, A., Bisk, Y., Farhadi, A., and Choi, Y. HellaSwag: Can a machine really finish your sen- tence? In Proceedings of the 57th Annual Meeting of"
2112.06905,2112.06905_47,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"A. Benchmarks
Open-Domain Question Answering: TriviaQA (Joshi et al., 2017), Natural Questions (NQS) (Kwiatkowski et al., 2019), Web Questions (WebQS) (Berant et al., 2013)
Cloze and Completion Tasks: LAMBADA (Paperno et al., 2016), HellaSwag (Zellers et al., 2019), StoryCloze (Mostafazadeh et al., 2016)
Winograd-Style Tasks: Winograd (Levesque et al., 2012), WinoGrande (Sakaguchi et al., 2020)
Common Sense Reasoning: PIQA (Bisk et al., 2020), ARC (Easy) (Clark et al., 2018), ARC (Chal- lenge) (Clark et al., 2018), OpenBookQA (Mihaylov et al., 2018)
In-context Reading Comprehension: DROP (Dua et al., 2019), CoQA (Reddy et al., 2019), QUAC (Choi et al., 2018), SQuADv2 (Rajpurkar et al., 2018), RACE- h (Lai et al., 2017), RACE-m (Lai et al., 2017)
SuperGLUE: (Wang et al., 2019) BoolQ (Clark et al., 2019), CB (de Marneffe et al., 2019), COPA (Gordon et al., 2012), RTE (Dagan et al., 2006), WiC (Pile- hvar & Camacho-Collados, 2018), WSC (Levesque et al., 2012), MultiRC (Khashabi et al., 2018), ReCoRD (Zhang et al., 2018)
Natural Language Inference: ANLI RI, ANLI R3 (Fyodorov et al., 2000) ANLI_ R2,"
2112.06905,2112.06905_48,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"B. Scaling the Number of Experts
We also study the effects of increasing the number of experts per MoE layer. More concretely, we start with a modest size model of 1.7B, which essentially is a GLaM (1.7B/1E) model where each MoE layer reduces to include only a sin- gle feed-forward network as the expert. We then increase the number of experts in each MoE layer from 1 to 256. Despite the fact that the number of experts increases expo- nentially, the Mact-params In each model barely increases due to the sparsity of GLaM. In fact, as shown in Table 4, they all have almost identical FLOPs per prediction.
In Figure 6, we observe that, for a fixed budget of compu- tation per prediction, adding more experts generally leads to better predictive performance. This further verifies the performance gain of GLaM sparsely activated models over the dense counterparts when both have similar FLOPs per prediction, thanks to the increased capacity and flexibility from more experts."
2112.06905,2112.06905_49,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"C. Model Partitioning
We partition the weights and computation of large GLaM models using the 2D sharding algorithm as described in Xu et al. (2021), which exploits the 2D topology of the device network of the TPU cluster. We place experts with the same index across different MoE layers on the same device in order to generate an identical computation graph for different MoE layers. As a result, we can wrap the repetitive modules of the MoE Transformer architecture in a while_loop control flow statement (Abadi et al., 2016a; Yu et al., 2018) to reduce compilation time. Our experiments reveal that we should grow the size of the experts to get high quality models. Therefore, when each expert gets sufficiently large, we have to allocate each expert across a set of x devices. For example, we partition the expert weight tensor with the shape [E’, /, H] in the MoE layer along the expert dimension FE, and hidden dimension H, and partition the input activation tensors with the shape [B, S, /] along the batch dimension B and the model dimension M. With this 2D sharding algorithm, we are then able to fully divide those large weight and activation tensors into smaller pieces such that there is no redundancy in data or compute across all devices. We rely on GSPMD’s compiler pass (Xu et al., 2021) to automatically determine the sharding properties for the rest of the tensors."
2112.06905,2112.06905_50,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"D. Data Contamination
As GLaM was trained on over 1.6 trillion tokens of text, it is a valid concern that some of the test data might appear exactly in the pretraining dataset, inflating some of the re- sults. We therefore follow Brown et al. (2020) and Wei et al. (2021) and quantify the overlap between pretraining data and evaluation datasets.
Our analysis uses the same methodology as Wei et al. (2021), which, in turn closely follows Brown et al. (2020). For each evaluation dataset we report the number of examples which overlap with the pretraining data, defining overlap as
Table 6. Overlap statistics for the subset of datasets that are also used in GPT-3. An evaluation example was dirty if it had any n-gram collision with the pretraining corpus.
Table 7. Prompts used for each co-occurrence category.
having any n-gram, which also appears in the pretraining data (varying n between datasets). We find that the number of validation examples appearing verbatim in the training data roughly matches that of prior work. We report these numbers in Table 6.
for low toxicity prompts in Figure 8. This shows that, even for low toxicity prompts, it is very likely that some gener- ated continuation would be judged as toxic by most people reviewing it, according to the Perspective API’s model."
2112.06905,2112.06905_51,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"E. Ethics and Unintended Biases
Like Rae et al. (2021), we also analyzed toxicity degener- ation with with respect to model scale. This is shown in Figure 7. As with other analysis GLaM’s performance on this benchmark, it is fairly consistent across model sizes and with MoE variants. The 0.1B/64E MoE variant, the smallest sparse variant analyzed, is noticeable in the plot and smaller MoE models may be less stable, as noted by Rae et al. (2021).
Following Rae et al. (2021), we also analysed the aspect of the distribution of generated toxicity probabilities with re- spect to model scale. The same pattern of scale-in-variance is observed with respect to the maximal expected toxicity probability of a continuation. The distribution of toxicity probabilities from the API for 25 continuations is plotted
Table 7 shows the prompts used for the co-occurrence eval- uation; these are the same as those of Brown et al. (2020). The top associations for gender templates are shown in Ta- ble 8, and Tables 9 and 10 show the same for the race and religion prompt templates."
2112.06905,2112.06905_52,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"F. Energy Usage
The power usage effectiveness (PUE) of the datacenter at the time of training (August and September 2021) was 1.11. Using 326W measured system power per TPU-v4 chip, this leads to a total energy consumption of 213 MWh for GLaM, 1/6 of the energy cost of GPT-3, 1287 MWh. The datacenter PUE was 1.10 at the time of training GPT-3 (Patterson et al., 2021). The reduced energy consumption of GLaM is due to the MoE architecture and computation efficiency optimizations from TPU-v4 hardware and GSPMD software.
As a result of low energy consumption, GLaM training has lower CO2 emissions as well. The net tCOze per MWh of the datacenter at the time was 0.088, training GLaM with 280B tokens emits a total of 18.7 net tCOze, compared to 552 net tCO2e for GPT-3 (Patterson et al., 2021). The complete GLaM training using 600B tokens consumes only 456 MWh and emits 40.2 net tCOze.
Table 8. Gender: top co-occurrences for prompts like “{term} was very...”
Table 9. Race: co-occurrence in response to prompts like “People would describe the {term} person as...”.

G. Results on All Tasks for All Model Sizes
We include the zero/one/few-shot results of different model sizes on all the tasks in Table 11, 12, 13 and 14.
Table 10. Religion: co-occurrence in response to prompts like “{term} practitioners are...”

One-shot

Zero-shot

Few-shot (shots)

Avg NLU

Avg NLU

GLaM (MoE)

GLaM (Dense)

GPT3

Avg NLU"
2112.06905,2112.06905_53,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"<table><caption>Table 3. Data and mixture weights in GLaM training set.</caption><thead><tr><th></th><th></th><th>GPT-3</th><th>GLaM_</th><th>relative</th></tr></thead><tbody><tr><td rowspan=""2"">cost</td><td>FLOPs / token (G)</td><td>350</td><td>180</td><td>-48.6%</td></tr><tr><td>Train energy (MWh)</td><td>1287</td><td>456</td><td>-64.6%</td></tr><tr><td></td><td>Zero-shot</td><td>56.9</td><td>62.7</td><td>+10.2%</td></tr><tr><td>oe accuracy</td><td>One-shot</td><td>616</td><td>65.5</td><td>+6.3%</td></tr><tr><td>on average</td><td>Few-shot</td><td>65.2</td><td>681</td><td>+4.4%</td></tr></tbody></table>"
2112.06905,2112.06905_54,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,<table><caption>Table 4. Sizes and architectures of both MoE and dense models that we have trained in our experiments. Models are grouped by the number of activated parameters per token. All trained models share the same learning hyperparameters described in Session 5.1.</caption><thead><tr><th>Model Name</th><th>Model Type</th><th>Nparams</th><th>— Nact-paran</th></tr></thead><tbody><tr><td>BERT</td><td>Dense Encoder-only</td><td>340M</td><td>340M</td></tr><tr><td>TS</td><td>Dense Encoder-decoder</td><td>13B</td><td>13B</td></tr><tr><td>GPT-3</td><td>Dense Decoder-only</td><td>175B.-175B</td><td></td></tr><tr><td>Jurassic-1</td><td>Dense Decoder-only</td><td>178B—-178B</td><td></td></tr><tr><td>Gopher</td><td>Dense Decoder-only</td><td>280B</td><td>280B</td></tr><tr><td>Megatron-530B</td><td>Dense Decoder-only</td><td>530B</td><td>530B</td></tr><tr><td>GShard-M4</td><td>MoE Encoder-decoder</td><td>600B</td><td>1.5B</td></tr><tr><td>Switch-C</td><td>MoE Encoder-decoder</td><td>1.5T</td><td>1.5B</td></tr><tr><td>GLaM (64B/64E)</td><td>MoE Decoder-only</td><td>1.2T</td><td>96.6B</td></tr></tbody></table>
2112.06905,2112.06905_55,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"<table><caption>Table 11. Scores of GLaM (64B/64E), GPT-3 and Gopher across all 29 benchmarks. We include the significantly larger and more computationally expensive Gopher and Megatron-NLG models for reference.</caption><thead><tr><th>Dataset</th><th>Tokens (B)</th><th>Weight in mixture</th></tr></thead><tbody><tr><td>Filtered Webpages</td><td>143</td><td>0.42</td></tr><tr><td>Wikipedia</td><td>3</td><td>0.06</td></tr><tr><td>Conversations</td><td>174</td><td>0.28</td></tr><tr><td>Forums</td><td>247</td><td>0.02</td></tr><tr><td>Books</td><td>390</td><td>0.20</td></tr><tr><td>News</td><td>650</td><td>0.02</td></tr></tbody></table>"
2112.06905,2112.06905_56,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"<table><caption>Table 12. Zero-shot scores on all 29 benchmarks for GPT3 and different GLaM MoE and dense models.</caption><thead><tr><th>GLaM Model</th><th>= Type</th><th>—Mparams_—</th><th>Mact-params</th><th>=D</th><th>M</th><th>A</th><th>Meads</th><th>head</th><th>EF</th></tr></thead><tbody><tr><td>0.1B 0.1B/64E</td><td>Dense MoE</td><td>130M 1.9B</td><td>130M 145M</td><td>2</td><td>768</td><td>3,072</td><td></td><td>64</td><td>- 64</td></tr><tr><td>1.7B</td><td>Dense</td><td>1.7B</td><td>1.700B</td><td></td><td></td><td></td><td></td><td></td><td>-</td></tr><tr><td>1.7B/32E</td><td>MoE</td><td>20B</td><td>1.878B</td><td></td><td></td><td></td><td></td><td></td><td>32</td></tr><tr><td>1.7B/64E</td><td>MoE</td><td>27B</td><td>1.879B</td><td>24</td><td>2,048</td><td>8,192</td><td>16</td><td>128</td><td>64</td></tr><tr><td>1.7B/128E</td><td>MoE</td><td>53B</td><td>1.881B</td><td></td><td></td><td></td><td></td><td></td><td>128</td></tr><tr><td>1.7B/256E</td><td>MoE</td><td>105B</td><td>1.886B</td><td></td><td></td><td></td><td></td><td></td><td>256</td></tr><tr><td>8B 8B/64E</td><td>Dense MoE</td><td>8.7B 143B</td><td>8.7B 9.8B</td><td>32</td><td>4,096</td><td>16,384</td><td>32</td><td>128</td><td>- 64</td></tr><tr><td>137B</td><td>Dense</td><td>137B</td><td>137B</td><td>64</td><td>8,192</td><td>65,536</td><td>128</td><td>128</td><td>-</td></tr><tr><td>64B/64E</td><td>MoE</td><td>1.2T</td><td>96.6B</td><td>64</td><td>8,192</td><td>32,768</td><td>128</td><td>128</td><td>64</td></tr></tbody></table>"
2112.06905,2112.06905_57,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"<table><caption>Table 13. One-shot scores on all 29 benchmarks for GPT3 and different GLaM MoE and dense models.</caption><thead><tr><th>Model</th><th>TriviaQA (Open-Domain)</th></tr></thead><tbody><tr><td>KG-FiD (large) (Yu et al., 2022) (finetuned, test)</td><td>69.8</td></tr><tr><td>Switch-C (finetuned, dev)</td><td>47.5</td></tr><tr><td>GPT-3 One-shot (dev)</td><td>68.0</td></tr><tr><td>GPT-3 64-shot (test)</td><td>71.2</td></tr><tr><td>GLaM One-shot (test)</td><td>75.0</td></tr><tr><td>GLaM One-shot (dev)</td><td>75.8</td></tr></tbody></table>"
2112.06905,2112.06905_58,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,<table><caption>Table 14. Few-shot scores on all 29 benchmarks for GPT3 and different GLaM MoE and dense models. We tune the number of shots up to the respective value in each task used by GPT3.</caption><thead><tr><th>Dataset</th><th>Split</th><th>Dirty count</th><th>Total count</th><th>% clean</th></tr></thead><tbody><tr><td>ANLIRI</td><td>validation</td><td>962</td><td>1000</td><td>3.8</td></tr><tr><td>ANLI R2</td><td>validation</td><td>968</td><td>1000</td><td>3.2</td></tr><tr><td>ANLI R3</td><td>validation</td><td>596</td><td>1200</td><td>50.33</td></tr><tr><td>ARC Challenge</td><td>validation</td><td>95</td><td>299</td><td>68.23</td></tr><tr><td>ARC Easy</td><td>validation</td><td>185</td><td>570</td><td>67.54</td></tr><tr><td>BoolQ</td><td>validation</td><td>3013</td><td>3270</td><td>7.86</td></tr><tr><td>CB</td><td>validation</td><td>15</td><td>56</td><td>73.21</td></tr><tr><td>COPA</td><td>validation</td><td>3</td><td>100</td><td>97.0</td></tr><tr><td>CoQa</td><td>test</td><td>375</td><td>500</td><td>25.0</td></tr><tr><td>DROP</td><td>dev</td><td>9361</td><td>9536</td><td>1.84</td></tr><tr><td>HellaSwag</td><td>validation</td><td>1989</td><td>10042</td><td>80.19</td></tr><tr><td>LAMBADA</td><td>test</td><td>1125</td><td>5153</td><td>78.17</td></tr><tr><td>MultiRC</td><td>validation</td><td>3334</td><td>4848</td><td>31.23</td></tr><tr><td>NQs</td><td>validation</td><td>141</td><td>3610</td><td>96.09</td></tr><tr><td>OpenBookQA</td><td>validation</td><td>100</td><td>500</td><td>80.0</td></tr><tr><td>PIQA</td><td>validation</td><td>902</td><td>1838</td><td>50.92</td></tr><tr><td>Quac</td><td>validation</td><td>7353</td><td>7354</td><td>0.01</td></tr><tr><td>RACE-h</td><td>dev</td><td>2552</td><td>3451</td><td>26.05</td></tr><tr><td>RACE-m</td><td>dev</td><td>838</td><td>1436</td><td>41.64</td></tr><tr><td>RTE</td><td>validation</td><td>152</td><td>277</td><td>45.13</td></tr><tr><td>ReCoRD</td><td>validation</td><td>9861</td><td>10000</td><td>1.39</td></tr><tr><td>SQuADv2</td><td>validation</td><td>11234</td><td>11873</td><td>5.38</td></tr><tr><td>StoryCloze</td><td>validation</td><td>1871</td><td>1871</td><td>0.0</td></tr><tr><td>TriviaQA</td><td>validation</td><td>2121</td><td>11313</td><td>81.25</td></tr><tr><td>WSC</td><td>test</td><td>157</td><td>273</td><td>42.49</td></tr><tr><td>WiC</td><td>validation</td><td>46</td><td>638</td><td>92.79</td></tr><tr><td>Winograd</td><td>validation</td><td>70</td><td>104</td><td>32.69</td></tr><tr><td>Winogrande</td><td>test</td><td>6</td><td>1767</td><td>99.66</td></tr></tbody></table>
2112.06905,2112.06905_59,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"<table><thead><tr><th>Category</th><th>Prompts</th></tr></thead><tbody><tr><td colspan=""2"">gender {term} was very... {term} would be described as...</td></tr><tr><td>race</td><td>The {term} man was very...” The {term} woman was very...” People would describe the {term} person as...</td></tr></tbody></table>"
2112.06905,2112.06905_60,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"<table><thead><tr><th></th><th>“He”</th><th>“She”</th></tr></thead><tbody><tr><td>The top 10</td><td>much (188)</td><td>pretty (232)</td></tr><tr><td>most common _</td><td>great (130)</td><td>little (185)</td></tr><tr><td>descriptive</td><td>well (129)</td><td>much (154)</td></tr><tr><td>words (and</td><td>little (129)</td><td>beautiful (148)</td></tr><tr><td rowspan=""6"">counts).</td><td>good (124)</td><td>always (142)</td></tr><tr><td>always (114)</td><td>good (136)</td></tr><tr><td>black (103)</td><td>black (117)</td></tr><tr><td>even (92)</td><td>never (116)</td></tr><tr><td>many (87)</td><td>even (111)</td></tr><tr><td>also (83)</td><td>well (110)</td></tr></tbody></table>"
2112.06905,2112.06905_61,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"<table><thead><tr><th>Term</th><th>Most common descriptive words</th></tr></thead><tbody><tr><td>Asian</td><td>Asian, black, white, polite, even, really, Chinese, good, also, nice</td></tr><tr><td>Black</td><td>white, black, much, even, well, angry, good, also, proud, happy</td></tr><tr><td>White</td><td>white, black, many, even, Indian, much,</td></tr><tr><td></td><td>good, happy, angry, never</td></tr><tr><td>Latinx</td><td>white, black, even, really, also, Spanish, much, well, different, never</td></tr><tr><td>Indian</td><td>Indian, white, black, much, even, differ- ent, happy, really, never, good</td></tr><tr><td>Middle-Eastern</td><td>white, black, even, eastern, polite, really, middle, nice, brown, also</td></tr></tbody></table>"
2112.06905,2112.06905_62,GLaM Efficient Scaling of Language Models with Mixture-of-Experts.pdf,"<table><thead><tr><th>Term</th><th>Most common descriptive words</th></tr></thead><tbody><tr><td>Atheism</td><td>religious, also, bad, likely, really, much,</td></tr><tr><td>Buddhism</td><td>many, moral, even, sure also, generally, many, religious, always,</td></tr><tr><td>Christianity</td><td>often, even, good, first, different religious, also, Christian, many, even, often, different, bad</td></tr><tr><td>Islam</td><td>always, likely, also, religious, even, many, likely, still, different, generally, much, violent</td></tr><tr><td>Hinduism</td><td>generally, also, religious, many, differ- ent, even, often, well, Indian, likely</td></tr><tr><td>Judaism</td><td>Jewish, also, religious, responsible, many, even, well, ferent generally, often, dif-</td></tr></tbody></table>"
